Filename,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.365.ann,damaging your muscles,129565002,Myopathy,damaging your muscles,100,129565002,Myopathy,damaging your muscles,1.0
LIPITOR.365.ann,severe arthritis symptoms in hip joints,68449006,Arthritis of hip,severe arthritis symptoms in hip joints,100,68449006,Arthritis of hip,severe arthritis symptoms in hip joints,1.0
LIPITOR.365.ann,severe arthritis symptoms in knees,371081002,Arthritis of knee,severe arthritis symptoms in knees,100,371081002,Arthritis of knee,severe arthritis symptoms in knees,1.0
LIPITOR.365.ann,muscle cramps,55300003,Muscle cramp,muscle cramps,100,55300003,Muscle cramp,muscle cramps,1.0
LIPITOR.403.ann,depressed,35489007,Depression,depressed,100,35489007,Depression,depressed,1.0
LIPITOR.403.ann,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.359.ann,extreme bloating,116289008,Abdominal bloating,extreme bloating,100,116289008,Abdominal bloating,extreme bloating,1.0
LIPITOR.359.ann,increase my heart rate,3424008,Tachycardia,increase my heart rate,100,3424008,Tachycardia,increase my heart rate,1.0
LIPITOR.359.ann,could not sleep well,301345002,Difficulty sleeping,could not sleep well,100,301345002,Difficulty sleeping,could not sleep well,1.0
LIPITOR.359.ann,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.359.ann,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.359.ann,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.359.ann,drowsy,271782001,Drowsy,drowsy,100,271782001,Drowsy,drowsy,1.0
LIPITOR.359.ann,sleep is not very sound,301345002,Difficulty sleeping,sleep is not very sound,100,301345002,Difficulty sleeping,sleep is not very sound,1.0
LIPITOR.359.ann,pain neck,81680005,Neck pain,pain neck,100,81680005,Neck pain,pain neck,1.0
LIPITOR.359.ann,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.359.ann,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.359.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.359.ann,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.359.ann,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.359.ann,stomach upsets,162059005,Upset stomach,stomach upsets,100,162059005,Upset stomach,stomach upsets,1.0
ARTHROTEC.17.ann,abdominal pain,21522001,Abdominal pain,abdominal pain,100,21522001,Abdominal pain,abdominal pain,1.0
ARTHROTEC.17.ann,mentstrual cramps,431416001,Menstrual cramp,mentstrual cramps,100,431416001,Menstrual cramp,mentstrual cramps,1.0
ARTHROTEC.17.ann,diarreah cramping,271832001,"Flatulence, eructation and gas pain",diarreah cramping,100,271832001,"Flatulence, eructation and gas pain",diarreah cramping,1.0
ARTHROTEC.17.ann,lower abdominal pain,21522001,Abdominal pain,lower abdominal pain,100,21522001,Abdominal pain,lower abdominal pain,1.0
ARTHROTEC.17.ann,GI bleed,162076009,Excessive upper gastrointestinal gas,GI bleed,100,162076009,Excessive upper gastrointestinal gas,GI bleed,1.0
ARTHROTEC.17.ann,heavy menstrual bleeding,386692008,Menorrhagia,heavy menstrual bleeding,100,386692008,Menorrhagia,heavy menstrual bleeding,1.0
ARTHROTEC.17.ann,anemia,271737000,Anaemia,anemia,100,271737000,Anaemia,anemia,1.0
ARTHROTEC.17.ann,gastric bleed,162076009,Excessive upper gastrointestinal gas,gastric bleed,100,162076009,Excessive upper gastrointestinal gas,gastric bleed,1.0
ARTHROTEC.17.ann,dizzy,404640003,Dizziness,dizzy,100,404640003,Dizziness,dizzy,1.0
ARTHROTEC.17.ann,light headed,386705008,Lightheadedness,light headed,100,386705008,Lightheadedness,light headed,1.0
ARTHROTEC.17.ann,acidic bile at the back of my throat,698065002,Acid reflux,acidic bile at the back of my throat,100,698065002,Acid reflux,acidic bile at the back of my throat,1.0
LIPITOR.563.ann,Memory loss,48167000,Amnesia,Memory loss,100,48167000,Amnesia,Memory loss,1.0
LIPITOR.563.ann,joint pain,57676002,Arthralgia,joint pain,100,57676002,Arthralgia,joint pain,1.0
LIPITOR.563.ann,swollen hands,299037003,Swelling of hand,swollen hands,100,299037003,Swelling of hand,swollen hands,1.0
LIPITOR.563.ann,swollen feet,297142003,Foot swelling,swollen feet,100,297142003,Foot swelling,swollen feet,1.0
LIPITOR.563.ann,sore ribs,297217002,Rib pain,sore ribs,100,297217002,Rib pain,sore ribs,1.0
LIPITOR.563.ann,inability to sleep well,301345002,Difficulty sleeping,inability to sleep well,100,301345002,Difficulty sleeping,inability to sleep well,1.0
LIPITOR.563.ann,no sex drive,8357008,Reduced libido,no sex drive,100,8357008,Reduced libido,no sex drive,1.0
LIPITOR.563.ann,moodiness,286641001,Moody,moodiness,100,286641001,Moody,moodiness,1.0
LIPITOR.563.ann,always tired,267032009,Tired all the time,always tired,100,267032009,Tired all the time,always tired,1.0
LIPITOR.563.ann,lack of energy,248274002,Lack of energy,lack of energy,100,248274002,Lack of energy,lack of energy,1.0
LIPITOR.563.ann,increased heart rate,3424008,Tachycardia,increased heart rate,100,3424008,Tachycardia,increased heart rate,1.0
LIPITOR.563.ann,headaches every day,571000119103,Daily headache,headaches every day,100,571000119103,Daily headache,headaches every day,1.0
LIPITOR.563.ann,dry joints,57676002,Arthralgia,joint pain,50,57676002,Arthralgia,joint pain,0.5517
LIPITOR.205.ann,Alopecia,56317004,Alopecia,Alopecia,100,56317004,Alopecia,Alopecia,1.0
LIPITOR.205.ann,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.205.ann,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.205.ann,severe back and hip pain,76948002,Severe pain,severe back and hip pain,100,76948002,Severe pain,severe back and hip pain,1.0
LIPITOR.205.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
LIPITOR.205.ann,exhaustion,60119000,Exhaustion,exhaustion,100,60119000,Exhaustion,exhaustion,1.0
LIPITOR.205.ann,muscle fatigue,80449002,Muscle fatigue,muscle fatigue,100,80449002,Muscle fatigue,muscle fatigue,1.0
LIPITOR.205.ann,sleeplessness,193462001,Insomnia,sleeplessness,100,193462001,Insomnia,sleeplessness,1.0
LIPITOR.205.ann,facial paralysis,280816001,Facial palsy,facial paralysis,100,280816001,Facial palsy,facial paralysis,1.0
LIPITOR.205.ann,alopecia,56317004,Alopecia,Alopecia,100,56317004,Alopecia,Alopecia,1.0
LIPITOR.205.ann,Nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.205.ann,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.205.ann,facial paralysis,280816001,Facial palsy,facial paralysis,100,280816001,Facial palsy,facial paralysis,1.0
LIPITOR.205.ann,hip and back pain,49218002,Hip pain,hip and back pain,100,49218002,Hip pain,hip and back pain,1.0
LIPITOR.205.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
LIPITOR.205.ann,paranoia,48500005,Delusional disorder,paranoia,100,48500005,Delusional disorder,paranoia,1.0
LIPITOR.205.ann,exhaustion,60119000,Exhaustion,exhaustion,100,60119000,Exhaustion,exhaustion,1.0
LIPITOR.205.ann,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.205.ann,hair loss,278040002,Loss of hair,hair loss,100,278040002,Loss of hair,hair loss,1.0
LIPITOR.205.ann,hair loss,278040002,Loss of hair,hair loss,100,278040002,Loss of hair,hair loss,1.0
LIPITOR.205.ann,dark thoughts,6471006,Suicidal thoughts,thoughts of suicide,50,6471006,Suicidal thoughts,thoughts of suicide,0.5083
LIPITOR.205.ann,thoughts of suicide,6471006,Suicidal thoughts,thoughts of suicide,100,6471006,Suicidal thoughts,thoughts of suicide,1.0
LIPITOR.205.ann,facial paralysis,280816001,Facial palsy,facial paralysis,100,280816001,Facial palsy,facial paralysis,1.0
LIPITOR.205.ann,back and hip pain,161891005,Backache,back and hip pain,100,161891005,Backache,back and hip pain,1.0
LIPITOR.211.ann,insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
LIPITOR.211.ann,muscle aches,68962001,Myalgia,muscle aches,100,68962001,Myalgia,muscle aches,1.0
LIPITOR.211.ann,haven't slept,248255005,Cannot sleep at all,haven't slept,100,248255005,Cannot sleep at all,haven't slept,1.0
LIPITOR.239.ann,Depression,35489007,Depression,Depression,100,35489007,Depression,Depression,1.0
LIPITOR.239.ann,sore,22253000,Pain,sore,100,22253000,Pain,sore,1.0
LIPITOR.239.ann,back pain,161891005,Backache,back pain,100,161891005,Backache,back pain,1.0
LIPITOR.239.ann,Vision reduced,13164000,Reduced visual acuity,Vision reduced,100,13164000,Reduced visual acuity,Vision reduced,1.0
LIPITOR.239.ann,Hair loss,278040002,Loss of hair,Hair loss,100,278040002,Loss of hair,Hair loss,1.0
LIPITOR.239.ann,Tired most of the time,267032009,Tired all the time,Tired most of the time,100,267032009,Tired all the time,Tired most of the time,1.0
LIPITOR.239.ann,Can't get to sleep,59050008,Initial insomnia,Can't get to sleep,100,59050008,Initial insomnia,Can't get to sleep,1.0
LIPITOR.239.ann,No strength,26544005,Muscle weakness,No strength,100,26544005,Muscle weakness,No strength,1.0
LIPITOR.239.ann,Loss of breath,267036007,Dyspnoea,Loss of breath,100,267036007,Dyspnoea,Loss of breath,1.0
LIPITOR.239.ann,can't get out of bed,301676004,Unable to get off a bed,can't get out of bed,100,301676004,Unable to get off a bed,can't get out of bed,1.0
ARTHROTEC.2.ann,heartburn,16331000,Heartburn,heartburn,100,16331000,Heartburn,heartburn,1.0
ARTHROTEC.2.ann,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
ARTHROTEC.2.ann,voracious hunger,102608004,Excessive appetite,voracious hunger,100,102608004,Excessive appetite,voracious hunger,1.0
ARTHROTEC.2.ann,sharp unbearable cramping pains in lower gut,54586004,Lower abdominal pain,sharp unbearable cramping pains in lower gut,100,54586004,Lower abdominal pain,sharp unbearable cramping pains in lower gut,1.0
VOLTAREN.22.ann,stomach cramps,51197009,Stomach cramps,stomach cramps,100,51197009,Stomach cramps,stomach cramps,1.0
VOLTAREN.22.ann,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
LIPITOR.588.ann,Pain in lower back,279039007,Low back pain,Pain in lower back,100,279039007,Low back pain,Pain in lower back,1.0
LIPITOR.588.ann,Pain in knees,30989003,Knee pain,Pain in knees,100,30989003,Knee pain,Pain in knees,1.0
LIPITOR.588.ann,Pain in elbow,74323005,Pain in elbow,Pain in elbow,100,74323005,Pain in elbow,Pain in elbow,1.0
LIPITOR.588.ann,Stiffness in lower back,298240000,Sacroiliac joint stiff,Stiffness in lower back,100,298240000,Sacroiliac joint stiff,Stiffness in lower back,1.0
LIPITOR.588.ann,Stiffness in legs,225609009,Stiff legs,Stiffness in legs,100,225609009,Stiff legs,Stiffness in legs,1.0
LIPITOR.588.ann,Excercise intolerance,267044007,Impaired exercise tolerance,Excercise intolerance,100,267044007,Impaired exercise tolerance,Excercise intolerance,1.0
LIPITOR.588.ann,general muscle weakness,162076009,Excessive upper gastrointestinal gas,general muscle weakness,100,162076009,Excessive upper gastrointestinal gas,general muscle weakness,1.0
LIPITOR.588.ann,pains,22253000,Pain,pains,100,22253000,Pain,pains,1.0
LIPITOR.588.ann,Pain in hip,49218002,Hip pain,Pain in hip,100,49218002,Hip pain,Pain in hip,1.0
LIPITOR.51.ann,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.51.ann,achy legs,10601006,Pain in lower limb,achy legs,100,10601006,Pain in lower limb,achy legs,1.0
LIPITOR.761.ann,aches and pain in both shoulders,45326000,Shoulder pain,aches and pain in both shoulders,100,45326000,Shoulder pain,aches and pain in both shoulders,1.0
LIPITOR.761.ann,aches and pain in both arms,102556003,Pain in upper limb,aches and pain in both arms,100,102556003,Pain in upper limb,aches and pain in both arms,1.0
LIPITOR.761.ann,weakness in arms,309774006,Weakness of limb,weakness in arms,100,309774006,Weakness of limb,weakness in arms,1.0
LIPITOR.761.ann,Difficulty sleeping,301345002,Difficulty sleeping,Difficulty sleeping,100,301345002,Difficulty sleeping,Difficulty sleeping,1.0
LIPITOR.761.ann,decrease in sexual desire,8357008,Reduced libido,decrease in sexual desire,100,8357008,Reduced libido,decrease in sexual desire,1.0
LIPITOR.761.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.775.ann,Muscle pain,68962001,Myalgia,Muscle pain,100,68962001,Myalgia,Muscle pain,1.0
LIPITOR.775.ann,joint pain,57676002,Arthralgia,joint pain,100,57676002,Arthralgia,joint pain,1.0
LIPITOR.45.ann,pain on outer sides of thighs,78514002,Thigh pain,pain on outer sides of thighs,100,78514002,Thigh pain,pain on outer sides of thighs,1.0
LIPITOR.45.ann,pains,22253000,Pain,pains,100,22253000,Pain,pains,1.0
LIPITOR.985.ann,severe depression,310497006,Severe depression,severe depression,100,310497006,Severe depression,severe depression,1.0
LIPITOR.985.ann,intense anxiety attacks,300895004,Anxiety attack,intense anxiety attacks,100,300895004,Anxiety attack,intense anxiety attacks,1.0
LIPITOR.985.ann,intense depression,35489007,Depression,intense depression,100,35489007,Depression,intense depression,1.0
LIPITOR.991.ann,Brain fog,419723007,Mentally dull,Brain fog,100,419723007,Mentally dull,Brain fog,1.0
LIPITOR.991.ann,decreased cognitive skills,386806002,Impaired cognition,decreased cognitive skills,100,386806002,Impaired cognition,decreased cognitive skills,1.0
LIPITOR.991.ann,Short term memory,3877011000036101,Lipitor,liptor,26,386806002,Impaired cognition,decreased cognitive skills,0.2899
LIPITOR.991.ann,brain fog,419723007,Mentally dull,Brain fog,100,419723007,Mentally dull,Brain fog,1.0
LIPITOR.749.ann,Muscle Pain,68962001,Myalgia,Muscle Pain,100,68962001,Myalgia,Muscle Pain,1.0
LIPITOR.79.ann,Severe B/L shoulder pain,36349006,Burning pain,Severe B/L shoulder pain,100,36349006,Burning pain,Severe B/L shoulder pain,1.0
LIPITOR.79.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.79.ann,malaise,367391008,Malaise,malaise,100,367391008,Malaise,malaise,1.0
LIPITOR.79.ann,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.79.ann,B/L shoulder pain,45326000,Shoulder pain,B/L shoulder pain,100,45326000,Shoulder pain,B/L shoulder pain,1.0
LIPITOR.79.ann,shoulder pain,45326000,Shoulder pain,shoulder pain,100,45326000,Shoulder pain,shoulder pain,1.0
LIPITOR.79.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.79.ann,shoulder pain,45326000,Shoulder pain,shoulder pain,100,45326000,Shoulder pain,shoulder pain,1.0
LIPITOR.92.ann,Muscle aches,68962001,Myalgia,Muscle aches,100,68962001,Myalgia,Muscle aches,1.0
LIPITOR.92.ann,weakness in arms,309774006,Weakness of limb,weakness in arms,100,309774006,Weakness of limb,weakness in arms,1.0
LIPITOR.92.ann,weakness in shoulders,249940002,Shoulder girdle weakness,weakness in shoulders,100,249940002,Shoulder girdle weakness,weakness in shoulders,1.0
LIPITOR.92.ann,weakness in upper back,249938007,Weakness of back,weakness in upper back,100,249938007,Weakness of back,weakness in upper back,1.0
LIPITOR.92.ann,weakness in legs,309774006,Weakness of limb,weakness in legs,100,309774006,Weakness of limb,weakness in legs,1.0
LIPITOR.92.ann,weakness in neck,249931001,Weakness of neck,weakness in neck,100,249931001,Weakness of neck,weakness in neck,1.0
LIPITOR.92.ann,Severe pain,76948002,Severe pain,Severe pain,100,76948002,Severe pain,Severe pain,1.0
LIPITOR.92.ann,Pain,22253000,Pain,Pain,100,22253000,Pain,Pain,1.0
LIPITOR.92.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.92.ann,pain,22253000,Pain,Pain,100,22253000,Pain,Pain,1.0
LIPITOR.92.ann,ball of my left foot was so painful,47933007,Foot pain,ball of my left foot was so painful,100,47933007,Foot pain,ball of my left foot was so painful,1.0
LIPITOR.92.ann,CPK mildly elevated,166717003,Serum creatinine raised,CPK mildly elevated,100,166717003,Serum creatinine raised,CPK mildly elevated,1.0
LIPITOR.92.ann,slightly elevated CPK,166717003,Serum creatinine raised,slightly elevated CPK,100,166717003,Serum creatinine raised,slightly elevated CPK,1.0
LIPITOR.92.ann,pain,22253000,Pain,Pain,100,22253000,Pain,Pain,1.0
LIPITOR.92.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.92.ann,toes painful,285365001,Pain in toe,toes painful,100,285365001,Pain in toe,toes painful,1.0
LIPITOR.86.ann,headaches,25064002,Headache,headaches,100,25064002,Headache,headaches,1.0
LIPITOR.86.ann,pain in throat,162397003,Pain in throat,pain in throat,100,162397003,Pain in throat,pain in throat,1.0
LIPITOR.86.ann,tingling in side of face,62507009,Pins and needles,tingling in side of face,100,62507009,Pins and needles,tingling in side of face,1.0
LIPITOR.86.ann,anxiety,48694002,Anxiety,anxiety,100,48694002,Anxiety,anxiety,1.0
LIPITOR.86.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
LIPITOR.86.ann,loss of reason to live,62507009,Pins and needles,tingling in side of face,35,35489007,Depression,depression,0.475
LIPITOR.86.ann,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.946.ann,Aches and pain from head to toe,82991003,Generalised aches and pains,Aches and pain from head to toe,100,82991003,Generalised aches and pains,Aches and pain from head to toe,1.0
LIPITOR.946.ann,very grouchy,55929007,Feeling irritable,very grouchy,100,55929007,Feeling irritable,very grouchy,1.0
LIPITOR.946.ann,pains so bad,22253000,Pain,pains so bad,100,22253000,Pain,pains so bad,1.0
LIPITOR.944.ann,extreme dehydration,450316000,Severe dehydration,extreme dehydration,100,450316000,Severe dehydration,extreme dehydration,1.0
LIPITOR.944.ann,extremely dry eyes,162290004,Dry eyes,extremely dry eyes,100,162290004,Dry eyes,extremely dry eyes,1.0
LIPITOR.944.ann,eyes microabrasions,283050005,Abrasion of eye region,eyes microabrasions,100,283050005,Abrasion of eye region,eyes microabrasions,1.0
LIPITOR.944.ann,eyes are so dry,162290004,Dry eyes,eyes are so dry,100,162290004,Dry eyes,eyes are so dry,1.0
LIPITOR.944.ann,constipated,14760008,Constipation,constipated,100,14760008,Constipation,constipated,1.0
LIPITOR.944.ann,constipation,14760008,Constipation,constipation,100,14760008,Constipation,constipation,1.0
LIPITOR.944.ann,dry eyes,162290004,Dry eyes,dry eyes,100,162290004,Dry eyes,dry eyes,1.0
LIPITOR.950.ann,stomach discomfort,271681002,Stomach ache,stomach discomfort,100,271681002,Stomach ache,stomach discomfort,1.0
LIPITOR.950.ann,muscle aches and pains,68962001,Myalgia,muscle aches and pains,100,68962001,Myalgia,muscle aches and pains,1.0
LIPITOR.950.ann,a lot grouchier,55929007,Feeling irritable,a lot grouchier,100,55929007,Feeling irritable,a lot grouchier,1.0
LIPITOR.950.ann,extreme fatigue,13791008,Asthenia,extreme fatigue,100,13791008,Asthenia,extreme fatigue,1.0
LIPITOR.950.ann,shortness of breath,267036007,Dyspnoea,shortness of breath,100,267036007,Dyspnoea,shortness of breath,1.0
LIPITOR.950.ann,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.950.ann,shortness of breath,267036007,Dyspnoea,shortness of breath,100,267036007,Dyspnoea,shortness of breath,1.0
LIPITOR.978.ann,problems with feet,118932009,Disorder of foot,problems with feet,100,118932009,Disorder of foot,problems with feet,1.0
LIPITOR.978.ann,Tingly hands,62507009,Pins and needles,Tingly hands,100,62507009,Pins and needles,Tingly hands,1.0
LIPITOR.978.ann,terrible musche aches,68962001,Myalgia,terrible musche aches,100,68962001,Myalgia,terrible musche aches,1.0
LIPITOR.978.ann,face looks puffy,278528006,Facial swelling,face looks puffy,100,278528006,Facial swelling,face looks puffy,1.0
LIPITOR.978.ann,eyes hurt,41652007,Eye pain,eyes hurt,100,41652007,Eye pain,eyes hurt,1.0
LIPITOR.90.ann,not sleeping,248255005,Cannot sleep at all,not sleeping,100,248255005,Cannot sleep at all,not sleeping,1.0
LIPITOR.90.ann,geting bad swets,162076009,Excessive upper gastrointestinal gas,geting bad swets,100,162076009,Excessive upper gastrointestinal gas,geting bad swets,1.0
LIPITOR.84.ann,liver enzymes to rise,166643006,Liver enzymes abnormal,liver enzymes to rise,100,166643006,Liver enzymes abnormal,liver enzymes to rise,1.0
LIPITOR.84.ann,muscle stiffness,16046003,Muscle rigidity,muscle stiffness,100,16046003,Muscle rigidity,muscle stiffness,1.0
LIPITOR.84.ann,joint stiffness,84445001,Joint stiffness,joint stiffness,100,84445001,Joint stiffness,joint stiffness,1.0
LIPITOR.84.ann,sore ribs,297217002,Rib pain,sore ribs,100,297217002,Rib pain,sore ribs,1.0
LIPITOR.84.ann,muscle stiffness,16046003,Muscle rigidity,muscle stiffness,100,16046003,Muscle rigidity,muscle stiffness,1.0
LIPITOR.987.ann,Fatigue,84229001,Fatigue,Fatigue,100,84229001,Fatigue,Fatigue,1.0
LIPITOR.987.ann,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.987.ann,joint pain,57676002,Arthralgia,joint pain,100,57676002,Arthralgia,joint pain,1.0
LIPITOR.987.ann,felt much older than I was,68962001,Myalgia,muscle pain,43,84229001,Fatigue,Fatigue,0.1924
LIPITOR.987.ann,short term memory loss,247592009,Poor short-term memory,short term memory loss,100,247592009,Poor short-term memory,short term memory loss,1.0
LIPITOR.987.ann,blisterey rash on my arms,247464001,Blistering rash,blisterey rash on my arms,100,247464001,Blistering rash,blisterey rash on my arms,1.0
LIPITOR.987.ann,blisterey rash on my legs,247464001,Blistering rash,blisterey rash on my legs,100,247464001,Blistering rash,blisterey rash on my legs,1.0
LIPITOR.987.ann,vision became blurry,111516008,Blurring of visual image,vision became blurry,100,111516008,Blurring of visual image,vision became blurry,1.0
LIPITOR.763.ann,hip pain,49218002,Hip pain,hip pain,100,49218002,Hip pain,hip pain,1.0
LIPITOR.763.ann,knee pain,30989003,Knee pain,knee pain,100,30989003,Knee pain,knee pain,1.0
LIPITOR.763.ann,ankle pain,247373008,Ankle pain,ankle pain,100,247373008,Ankle pain,ankle pain,1.0
LIPITOR.763.ann,back pain,161891005,Backache,back pain,100,161891005,Backache,back pain,1.0
LIPITOR.763.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.763.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.53.ann,tendonitis in my knees,429360005,Tendonitis of knee,tendonitis in my knees,100,429360005,Tendonitis of knee,tendonitis in my knees,1.0
LIPITOR.53.ann,pain in my lower legs and feet,10601006,Pain in lower limb,pain in my lower legs and feet,100,10601006,Pain in lower limb,pain in my lower legs and feet,1.0
LIPITOR.53.ann,knee swells,299322007,Swelling of knee joint,knee swells,100,299322007,Swelling of knee joint,knee swells,1.0
LIPITOR.53.ann,excrutiating pain,67849003,Excruciating pain,excrutiating pain,100,67849003,Excruciating pain,excrutiating pain,1.0
LIPITOR.53.ann,swollen knees,248491001,Swollen knee,swollen knees,100,248491001,Swollen knee,swollen knees,1.0
LIPITOR.53.ann,hobbling around,16973004,Limping,hobbling around,100,16973004,Limping,hobbling around,1.0
LIPITOR.777.ann,gaining excess weight,8943002,Weight gain,gaining excess weight,100,8943002,Weight gain,gaining excess weight,1.0
LIPITOR.777.ann,"stomach is bloated, with excess gas",271835004,"Abdominal distension, gaseous","stomach is bloated, with excess gas",100,271835004,"Abdominal distension, gaseous","stomach is bloated, with excess gas",1.0
LIPITOR.777.ann,increased memory loss,386807006,Memory impairment,increased memory loss,100,386807006,Memory impairment,increased memory loss,1.0
LIPITOR.777.ann,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
SOLARAZE.2.ann,hard to breathe,230145002,Difficulty breathing,hard to breathe,100,230145002,Difficulty breathing,hard to breathe,1.0
SOLARAZE.2.ann,lungs feel heavy,247753000,Loss of interest,wanting to quit everything and give up,30,230145002,Difficulty breathing,hard to breathe,0.504
SOLARAZE.2.ann,sadness,420038007,Feeling unhappy,sadness,100,420038007,Feeling unhappy,sadness,1.0
SOLARAZE.2.ann,tiredness,267031002,Tiredness symptom,tiredness,100,267031002,Tiredness symptom,tiredness,1.0
SOLARAZE.2.ann,wanting to quit everything and give up,247753000,Loss of interest,wanting to quit everything and give up,100,247753000,Loss of interest,wanting to quit everything and give up,1.0
VOLTAREN.34.ann,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
VOLTAREN.34.ann,heart was thumping,161968007,Bumping heart,heart was thumping,100,161968007,Bumping heart,heart was thumping,1.0
VOLTAREN.34.ann,chest pains,29857009,Chest pain,chest pains,100,29857009,Chest pain,chest pains,1.0
VOLTAREN.34.ann,pain in my kidney area,274279008,Renal pain,pain in my kidney area,100,274279008,Renal pain,pain in my kidney area,1.0
VOLTAREN.34.ann,pain in stomach,271681002,Stomach ache,pain in stomach,100,271681002,Stomach ache,pain in stomach,1.0
VOLTAREN.34.ann,skin irritation,367466007,Skin irritation,skin irritation,100,367466007,Skin irritation,skin irritation,1.0
VOLTAREN.20.ann,effectiveness of the pain relief can also wear off over time,38341003,Hypertension,High blood pressure,25,22253000,Pain,pain,0.3833
LIPITOR.207.ann,charley horses in calves,54981004,Charleyhorse,charley horses in calves,100,54981004,Charleyhorse,charley horses in calves,1.0
LIPITOR.207.ann,charley horses in abdomen,54981004,Charleyhorse,charley horses in abdomen,100,54981004,Charleyhorse,charley horses in abdomen,1.0
LIPITOR.207.ann,charley horses in breasts,54981004,Charleyhorse,charley horses in breasts,100,54981004,Charleyhorse,charley horses in breasts,1.0
LIPITOR.207.ann,charley horses in shoulders,54981004,Charleyhorse,charley horses in shoulders,100,54981004,Charleyhorse,charley horses in shoulders,1.0
LIPITOR.207.ann,charley horses in sides,54981004,Charleyhorse,charley horses in sides,100,54981004,Charleyhorse,charley horses in sides,1.0
LIPITOR.207.ann,charley horses in feet,54981004,Charleyhorse,charley horses in feet,100,54981004,Charleyhorse,charley horses in feet,1.0
LIPITOR.207.ann,charley horses in feet,54981004,Charleyhorse,charley horses in feet,100,54981004,Charleyhorse,charley horses in feet,1.0
LIPITOR.207.ann,charley horses in legs,54981004,Charleyhorse,charley horses in legs,100,54981004,Charleyhorse,charley horses in legs,1.0
LIPITOR.207.ann,charley horses in abdomen,54981004,Charleyhorse,charley horses in abdomen,100,54981004,Charleyhorse,charley horses in abdomen,1.0
LIPITOR.207.ann,charley horses in breasts,54981004,Charleyhorse,charley horses in breasts,100,54981004,Charleyhorse,charley horses in breasts,1.0
LIPITOR.207.ann,charley horses in shoulders,54981004,Charleyhorse,charley horses in shoulders,100,54981004,Charleyhorse,charley horses in shoulders,1.0
LIPITOR.207.ann,charley horses in sides,54981004,Charleyhorse,charley horses in sides,100,54981004,Charleyhorse,charley horses in sides,1.0
